Link,Cong_Giao_tiep,Wireless,Webcams,Features,Den_ban_phim
//www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0046vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x USB Type-C (hỗ trợ DisplayPort 1.4)
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.1",Full HD Webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)","Bluetooth 5.2
Wi-Fi 6E (802.11ax)",Micro SD,Full HD Webcam,"TPM 2.0
AI Chip LA1
Bản lề mở 180 độ
Công tắc khóa camera"
//www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Cooler Boost,Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/macbook-air-13-inch-m3-2024-16gb-256gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 3 / USB 4 (lên đến 40 Gb/s)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i7-hni7mw,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,"Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/macbook-pro-14-nano-m4-max-36-1t,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 4, DisplayPort và Thunderbolt 4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",Full HD Webcam,Bản lề mở 180 độ,Không có đèn
//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15amn8-r5-82xq00j0vn,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Công tắc khóa camera,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/hp-probook-450-g10-i5-9h1n5pt?utm_flashsale=1,"LAN (RJ45)
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
2 x USB Type-C (Power Delivery and DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,Full HD Webcam,"TPM 2.0
Màn hình gập 360 độ
Độ bền chuẩn quân đội MIL STD 810H
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-7-pp059ws,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",HP TrueVision Webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.1",HD webcam,"3 ống đồng
2 quạt",Bảo mật vân tay
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn,"HDMI
2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Đèn chuyển màu RGB - 4 vùng,Không có
//www.thegioididong.com/laptop/macbook-air-13-inch-m2-16gb-512gb-70w,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 3",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc008nvn,"HDMI
1 x USB 3.2
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB Type-A
HDMI
1 x USB Type-C (hỗ trợ USB, Thunderbolt 4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Công tắc khóa camera,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/lenovo-legion-5-16irx9-i7-83dg0051vn?utm_flashsale=1,"LAN (RJ45)
2 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x USB Type-C (hỗ trợ DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",Full HD Webcam,"Bản lề mở 180 độ
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/lenovo-yoga-7-14imh9-ultra7-83cv001vvn,"Jack tai nghe 3.5 mm
HDMI
2 x USB Type-C (hỗ trợ Thunderbolt 4 / USB4, Power Delivery 3.1 và DisplayPort 1.4)
1 x USB 3.2 (Always on)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505za-i5-l1337w?utm_flashsale=1,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,HD webcam,"TPM 2.0
Bản lề mở 180 độ"
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71043883,"HDMI
1 x USB 2.0
1 x Headphone/microphone combo
2 x USB 3.0",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002,"Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Cooler Boost 5,"TPM 2.0
MUX Switch"
//www.thegioididong.com/laptop/hp-victus-16-r0127tx-i7-8c5n2pa,"LAN (RJ45)
Jack tai nghe 3.5 mm
HDMI
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)
3 x USB A","Wi-Fi 6 (802.11ax)
Bluetooth 5",Micro SD,HD webcam,2 quạt kim loại 3D AeroBlade thế hệ 5
//www.thegioididong.com/laptop/lenovo-ideapad-5-2in1-14irh9-i7-83kx003xvn,"HDMI
1 x USB 3.2
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ USB 3.2, USB Power Delivery 3.1 và DisplayPort 1.4)
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,Full HD Webcam,"TPM 2.0
AI Chip LA1
Bản lề mở 180 độ
Công tắc khóa camera"
//www.thegioididong.com/laptop/hp-240-g9-i5-9t2g2pt,"USB Type-C
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
LAN (RJ45)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort)","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.1",HD webcam,2 quạt,Đơn sắc
//www.thegioididong.com/laptop/acer-predator-helios-18-ai-ph18-73-98aq-ultra-9-nhqvwsv001,Không có,"Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Camera IR 5 MP,"Màn hình gập 360 độ
Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-48gb-512gb,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Micro SD,"Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/hp-victus-16-s0138ax-r7-9q985pa,"LAN (RJ45)
Jack tai nghe 3.5 mm
HDMI
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)
3 x USB A",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-latitude-3440-i5-l3440i51235u16g512g,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB 3.2 (Always on)
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71026454,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-vostro-3520-i5-71030559,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x USB 2.0
1 x USB Type-C (chỉ hỗ trợ Power Delivery)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/acer-predator-helios-neo-16s-ai-phn16s-71-95ms-ultra-9-nhqx7sv002,Không có,Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8vf-r7-419vn,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
2 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003avn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x USB Type-C (hỗ trợ DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5057w1,"HDMI
1 x USB 2.0
2 x USB 3.2
1 x Headphone/microphone combo",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/acer-nitro-v-anv15-51-58an-i5-nhqnasv001,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa,"HDMI
2 x USB Type-A
1 x USB Type-C (USB Power Delivery, DisplayPort 2.1)
1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)
1 x Headphone/microphone combo",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-1411vn,"LAN (RJ45)
1x Mic-in
1x Headphone-out
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)",Không có,Không có,Không có,Không có
